Timestamp(ms),Current(uA),D0-D7
8377,12298.476,00000000
8378,12316.355,00000000
8379,12317.073,00000000
8380,12307.111,00000000
8381,12295.347,00000000
8382,12316.518,00000000
8383,12307.942,00000000
8384,12325.631,00000000
8385,12298.776,00000000
8386,12291.662,00000000
8387,12309.888,00000000
8388,12297.057,00000000
8389,12323.371,00000000
8390,12296.219,00000000
8391,12322.432,00000000
8392,12314.403,00000000
8393,12320.587,00000000
8394,12329.564,00000000
8395,12328.781,00000000
8396,12315.034,00000000
8397,12328.031,00000000
8398,12315.417,00000000
8399,12311.957,00000000
8400,12308.938,00000000
8401,12290.213,00000000
8402,12320.271,00000000
8403,12343.059,00000000
8404,12318.823,00000000
8405,12320.709,00000000
8406,12332.898,00000000
8407,12320.625,00000000
8408,12333.756,00000000
8409,12310.913,00000000
8410,12317.691,00000000
8411,12317.064,00000000
8412,12321.611,00000000
8413,12335.772,00000000
8414,12295.408,00000000
8415,12298.316,00000000
8416,12301.938,00000000
8417,12322.319,00000000
8418,12346.356,00000000
8419,12313.640,00000000
8420,12311.531,00000000
8421,12285.660,00000000
8422,12306.289,00000000
8423,12340.721,00000000
8424,12327.313,00000000
8425,12332.398,00000000
8426,12307.795,00000000
8427,12326.623,00000000
8428,12350.366,00000000
8429,12325.118,00000000
8430,12303.165,00000000
8431,12305.029,00000000
8432,12299.852,00000000
8433,12310.177,00000000
8434,12313.623,00000000
8435,12301.750,00000000
8436,12337.151,00000000
8437,12311.321,00000000
8438,12307.162,00000000
8439,12312.771,00000000
8440,12292.989,00000000
8441,12316.235,00000000
8442,12342.299,00000000
8443,12327.486,00000000
8444,12368.249,00000000
8445,12327.193,00000000
8446,12347.938,00000000
8447,12319.774,00000000
8448,12338.723,00000000
8449,12336.934,00000000
8450,12327.456,00000000
8451,12332.115,00000000
8452,12328.658,00000000
8453,12358.355,00000000
8454,12344.855,00000000
8455,12341.668,00000000
8456,12363.723,00000000
8457,12326.621,00000000
8458,12360.269,00000000
8459,12353.330,00000000
8460,12313.738,00000000
8461,12339.817,00000000
8462,12322.801,00000000
8463,12328.167,00000000
8464,12346.177,00000000
8465,12338.196,00000000
